text,tokenized,cluster
yang ngrasain aku hidup ngambang mati dan bisa ngerasain bahagia,yang ngrasain aku hidup ngambang mati dan bisa ngerasain bahagia,0
malam tidur jam semoga badan segar paling bisa kurang tidur minimal tidur malam jam,malam tidur jam semoga badan segar paling bisa kurang tidur minimal tidur malam jam,0
yang ngerasain sakit yang lingkari sakit itu berasa ada luka,yang ngerasain sakit yang lingkari sakit itu berasa ada luka,0
ngerasain tidur siang tarik nafas dapat takut kali rasain itu ya takut,ngerasain tidur siang tarik nafas dapat takut kali rasain itu ya takut,0
ketemu orang tidak suka acara tidak tidur tidak mikir apa,ketemu orang tidak suka acara tidak tidur tidak mikir apa,0
kerja berat kerja apapun bawaannya lemas yang kondisinya stagnan ada perkembangan,kerja berat kerja apapun bawaannya lemas yang kondisinya stagnan ada perkembangan,0
tidak introvert gimana kesal jadi introvert tau sendirilah jadi orang introvert gimana,tidak introvert gimana kesal jadi introvert tau sendirilah jadi orang introvert gimana,0
aku gagal kerjaan kerja kali ganti kerja kerja cocok tidak masalah,aku gagal kerjaan kerja kali ganti kerja kerja cocok tidak masalah,0
allah hari ngalamin cemas ngos ngosan nafas berat nafas hilang kehilngan nafas orang tenggelam,allah hari ngalamin cemas ngos ngosan nafas berat nafas hilang kehilngan nafas orang tenggelam,0
ya setiap pergi kesekolah jalan kaki sesak nafas tips dong kakak menghilangkan sesak nafas,ya setiap pergi kesekolah jalan kaki sesak nafas tips dong kakak menghilangkan sesak nafas,0
absen yang di umur tetapi menderita gerd asam lambung anxiety disorder sensasi,absen yang di umur tetapi menderita gerd asam lambung anxiety disorder sensasi,0
sudah tidur kepikiran tidak nyaman maaf pada kiri pokoknya allah sekali ya,sudah tidur kepikiran tidak nyaman maaf pada kiri pokoknya allah sekali ya,0
teman tanya kalau sakit perut kanan apakah sebagian sensasi gerd anxiety bikin cemas parno,teman tanya kalau sakit perut kanan apakah sebagian sensasi gerd anxiety bikin cemas parno,0
tidak bangun tidur langsung cemas mual takut mati badan getar takut cemas menerus nafas ngos ngosan sesak,tidak bangun tidur langsung cemas mual takut mati badan getar takut cemas menerus nafas ngos ngosan sesak,0
habis gulir postinganku dulu sekarang grup mau terimakasih aku grup terimakasih admin,habis gulir postinganku dulu sekarang grup mau terimakasih aku grup terimakasih admin,0
perasaan tida enak hari akan tapi pernah terjadi tida nyaman apa di,perasaan tida enak hari akan tapi pernah terjadi tida nyaman apa di,0
ya orang cerita mudah baper itu cerita padahal cerita saja beda kehidupan ku,ya orang cerita mudah baper itu cerita padahal cerita saja beda kehidupan ku,0
kenapa hari saja dipikirin stress pusing dan buntu sudah tau apa,kenapa hari saja dipikirin stress pusing dan buntu sudah tau apa,0
tidak sakit kepala rasa muntah dan sakit kepala iya tegang sampai bwah telinga,tidak sakit kepala rasa muntah dan sakit kepala iya tegang sampai bwah telinga,0
yang kah lagi bulan anxiety suka kambuh bawaannya kesal orang rumahshare terimakasih,yang kah lagi bulan anxiety suka kambuh bawaannya kesal orang rumahshare terimakasih,0
tidak aku orang tua tidak ngertiin sakit yang kita alami tidak peduli bjir panteq,tidak aku orang tua tidak ngertiin sakit yang kita alami tidak peduli bjir panteq,0
sumpah kesal  penyakit sialan aku seperti orang tlol jujur hari tidak kuat ngejalanin hidup,sumpah kesal penyakit sialan aku seperti orang tlol jujur hari tidak kuat ngejalanin hidup,0
mlm kambuh perasaan enak takut mati takut pingsan lemas jantung enak  ini perasaan,mlm kambuh perasaan enak takut mati takut pingsan lemas jantung enak ini perasaan,0
dua sakit kepala sebelah kanan sakit minum obat hilang sakitnya ya takut sakit parah,dua sakit kepala sebelah kanan sakit minum obat hilang sakitnya ya takut sakit parah,0
maaf tanya obat bisa minum malam soalnya dianjurin pagi yang sensani malam,maaf tanya obat bisa minum malam soalnya dianjurin pagi yang sensani malam,0
yang rasain sakit gigi skg pikiran kemana takut apa jantung jantung berasa lemes,yang rasain sakit gigi skg pikiran kemana takut apa jantung jantung berasa lemes,0
waktu antar barang aku ngobrol orang punya barang orang bilang tidak cari kerja,waktu antar barang aku ngobrol orang punya barang orang bilang tidak cari kerja,0
perasaan cemas berlebih ngurus anak marah kesal hari saja sensasi sembuh gmna allah,perasaan cemas berlebih ngurus anak marah kesal hari saja sensasi sembuh gmna allah,0
allah selalu ketakutan takut mati kn semua akan mati knapa aku benar takut,allah selalu ketakutan takut mati kn semua akan mati knapa aku benar takut,0
bismillahirrahmanirrahimya allah berikanlah tubuh sehat umur usia panjangaamiin rabbal aalamiin,bismillahirrahmanirrahimya allah berikanlah tubuh sehat umur usia panjangaamiin rabbal aalamiin,0
yang semua badan atas kepala berasa ada hawa panas dan badan berasa,yang semua badan atas kepala berasa ada hawa panas dan badan berasa,0
makan apa kamu makan kabnyakan mikir masih cocok jeda baru kali coba,makan apa kamu makan kabnyakan mikir masih cocok jeda baru kali coba,0
masih takut rumah paksain yok olahraga pagi jalan pagi sehat jalan pagi sehat  takut,masih takut rumah paksain yok olahraga pagi jalan pagi sehat jalan pagi sehat takut,0
sudah kerja nganggur pengennya cepat kerja baru di rumah tidak betah merantau,sudah kerja nganggur pengennya cepat kerja baru di rumah tidak betah merantau,0
lihat postingan orang hari makan enak dia sehat aku makan makan saja perasaan enak,lihat postingan orang hari makan enak dia sehat aku makan makan saja perasaan enak,0
sensasi yang kalian rasain aku ya malam langganan sama sesak sudah makan relax,sensasi yang kalian rasain aku ya malam langganan sama sesak sudah makan relax,0
asam lambung buat hati tenang takut nangis badan lemes kepala atas keleyengan,asam lambung buat hati tenang takut nangis badan lemes kepala atas keleyengan,0
kerja toko beras ada salah kan pakai baju agak bagus teman kerja tidak suka ada salah,kerja toko beras ada salah kan pakai baju agak bagus teman kerja tidak suka ada salah,0
pas sehat kerja tidak sakit kalau keluhan saja badan bisa seperti orang gila,pas sehat kerja tidak sakit kalau keluhan saja badan bisa seperti orang gila,0
ya takut abaikan takut di kucilkan berani ngumpul orang takut ada tanya,ya takut abaikan takut di kucilkan berani ngumpul orang takut ada tanya,0
ciri kolestrol itu ya habis makan tongkol cue balado sedikit kepala aku sebelah kiri sakit,ciri kolestrol itu ya habis makan tongkol cue balado sedikit kepala aku sebelah kiri sakit,0
sembuh bisa mandiri teman ku pada nikah anak rumah nah masih berkutik penyakit,sembuh bisa mandiri teman ku pada nikah anak rumah nah masih berkutik penyakit,0
enak jadi pengangguran tidur makan main kiranya pemalas mau kerja orang belum sakit gerd anxiety,enak jadi pengangguran tidur makan main kiranya pemalas mau kerja orang belum sakit gerd anxiety,0
jantung sebelah kiri sakit jantung berdegup kencang perasaan enak itu dinamakan anxiety,jantung sebelah kiri sakit jantung berdegup kencang perasaan enak itu dinamakan anxiety,0
seperti ngerasa sulit jalan jalan rumah karena pada soalnya gelisah di rumah,seperti ngerasa sulit jalan jalan rumah karena pada soalnya gelisah di rumah,0
astagfirullah azim mau tidur seperti jantung aneh dada berasa nyaman allah pikiran takut,astagfirullah azim mau tidur seperti jantung aneh dada berasa nyaman allah pikiran takut,0
rasa obati yang sakit hari nee besok laen yang sakit iya harus hari mnm obat,rasa obati yang sakit hari nee besok laen yang sakit iya harus hari mnm obat,0
hai yang mengalami sakit aku hebat kuat semangat semoga bisa sehat,hai yang mengalami sakit aku hebat kuat semangat semoga bisa sehat,0
doakan teman semoga bisa mekanik buka usaha punya istri tobrut anak cewek cowok hidup berkecukupan aaamin,doakan teman semoga bisa mekanik buka usaha punya istri tobrut anak cewek cowok hidup berkecukupan aaamin,0
ada sih pernah nyeri dada sebelah kiri tiba nafas nyeri gimana cara mengatasinya,ada sih pernah nyeri dada sebelah kiri tiba nafas nyeri gimana cara mengatasinya,0
gabisa tidur cemas nafas plong perut panas dada ditambah tenggorokan ada ganjel panas allah,gabisa tidur cemas nafas plong perut panas dada ditambah tenggorokan ada ganjel panas allah,0
bunuh takut sadar dosa dosaku tahan hidup tidak sanggup allah penyakit tidak sembuh sembuh,bunuh takut sadar dosa dosaku tahan hidup tidak sanggup allah penyakit tidak sembuh sembuh,0
pikiran ketakutan takut endtakut kenapa endjadi bisa tidur takut terus pikiranya allah takut,pikiran ketakutan takut endtakut kenapa endjadi bisa tidur takut terus pikiranya allah takut,0
aku bisa makan normal lagidulu bisa makan bnyak bisa sambel semua bisa makan,aku bisa makan normal lagidulu bisa makan bnyak bisa sambel semua bisa makan,0
menghancur mental ku bkn orang lagi keluarga sodara orang jd sodara sodara jd orang,menghancur mental ku bkn orang lagi keluarga sodara orang jd sodara sodara jd orang,0
sama sih seperti aku sudah minum madu kumat jarang sesak tidak minum auto kumat cokk,sama sih seperti aku sudah minum madu kumat jarang sesak tidak minum auto kumat cokk,0
tidak tidur jam pagi bangun jam siang trusss ngantuk jadi tidur sampai sore ada kerjaan,tidak tidur jam pagi bangun jam siang trusss ngantuk jadi tidur sampai sore ada kerjaan,0
tiba suka newjeans aku newjeans cocok penyelamat hidup aku kalau lihat,tiba suka newjeans aku newjeans cocok penyelamat hidup aku kalau lihat,0
anxiety sensasi pernah kalian rasain tolong berbagi cerita tidak ngrasain penyakit saja,anxiety sensasi pernah kalian rasain tolong berbagi cerita tidak ngrasain penyakit saja,0
kakak ya semenjak kena gerd pikiran takut penglihatan dialam mimpi seakan dunia nyata hari takut,kakak ya semenjak kena gerd pikiran takut penglihatan dialam mimpi seakan dunia nyata hari takut,0
tidak tidur jam pagi bangun jam siang trusss ngantuk jadi tidur sampai sore ada kerjaan,tidak tidur jam pagi bangun jam siang trusss ngantuk jadi tidur sampai sore ada kerjaan,0
info teman selalu gelisah cemas takut omongin di cemoh di ketawain orang disebut penyakit ya,info teman selalu gelisah cemas takut omongin di cemoh di ketawain orang disebut penyakit ya,0
paham kalau ketakutan ketakutan ada dalam pikiran itu ketakutan ketakutan kita bangun,paham kalau ketakutan ketakutan ada dalam pikiran itu ketakutan ketakutan kita bangun,0
kesal nganggur kerja ketemu orang tidak punya teman gimna kalian dari zona nyaman kakak,kesal nganggur kerja ketemu orang tidak punya teman gimna kalian dari zona nyaman kakak,0
yang kena gerd tidak tidak tidur tidak minum obat resep biar bisa tidur normal obat,yang kena gerd tidak tidak tidur tidak minum obat resep biar bisa tidur normal obat,0
dengar suara aya berkokok takut badan aneh perasaan enak nafas aneh badan bergetar mau kesmutan,dengar suara aya berkokok takut badan aneh perasaan enak nafas aneh badan bergetar mau kesmutan,0
mau sharing solusi penyakit anxiety asam lambung cht penyakit sembuh kita paham insyaallah sudah sembuh,mau sharing solusi penyakit anxiety asam lambung cht penyakit sembuh kita paham insyaallah sudah sembuh,0
badan berasa ngambang berasa seperti mati lemes ngangkat kaki tangan selemes rasanya yang,badan berasa ngambang berasa seperti mati lemes ngangkat kaki tangan selemes rasanya yang,0
sensasi pagi i sakit perih ulu hati ke perut kiri perih knapa sudah minum obat kompres saja hilang,sensasi pagi i sakit perih ulu hati ke perut kiri perih knapa sudah minum obat kompres saja hilang,0
benci kali diri ku pas pasan orang suka cengar cengir padahal orang ngeliatin tidak nyapa,benci kali diri ku pas pasan orang suka cengar cengir padahal orang ngeliatin tidak nyapa,0
kalau siang magrib sensasi perut enak cemas mual pikir kemana kalau malam enak tidak cemas,kalau siang magrib sensasi perut enak cemas mual pikir kemana kalau malam enak tidak cemas,0
kadang heran pemikiran orang tua indonesia anggap anak investasi tua dan berpikiran orang tua benar,kadang heran pemikiran orang tua indonesia anggap anak investasi tua dan berpikiran orang tua benar,0
minum obat ya lambung perih seperti panas sampenke tenggorokan sudah minum omeprazole sukralpet obat maag,minum obat ya lambung perih seperti panas sampenke tenggorokan sudah minum omeprazole sukralpet obat maag,0
hati kadang apakah kehidupanku seperti terus hari hti tersiksa sensasi hari dibarengi takut,hati kadang apakah kehidupanku seperti terus hari hti tersiksa sensasi hari dibarengi takut,0
habis minum obat hufamag sirup cair makan habis lemes seperti ada tenaga perut panas perih sudah minum obat,habis minum obat hufamag sirup cair makan habis lemes seperti ada tenaga perut panas perih sudah minum obat,0
ya bawaannya badan lemes ngantuk mata berat kepala pusing dahi mata sudah tidur tapi saja ngantuk,ya bawaannya badan lemes ngantuk mata berat kepala pusing dahi mata sudah tidur tapi saja ngantuk,0
yah suamiku lancar ngomong keluarga sama orang banyak diam lihat terus suka yang dia diam,yah suamiku lancar ngomong keluarga sama orang banyak diam lihat terus suka yang dia diam,0
jm sekarang bisa tidur allah badan sakit perut perih rasanya jadi mikir aneh komen yang tidur,jm sekarang bisa tidur allah badan sakit perut perih rasanya jadi mikir aneh komen yang tidur,0
sumpah enak nge pikir sakit panas buang air sudah minggu tidak kunjung sembuh sudah minum amoxicilin,sumpah enak nge pikir sakit panas buang air sudah minggu tidak kunjung sembuh sudah minum amoxicilin,0
sini yang kaki serasa pelan hilang hanya perasaan soal aku gitu tidak jadi tidur sekarang kambuh,sini yang kaki serasa pelan hilang hanya perasaan soal aku gitu tidak jadi tidur sekarang kambuh,0
pikiran arah mati padahal tidak sensasi tidur takut mimpi buruk kasih saran biar tidur harus takut,pikiran arah mati padahal tidak sensasi tidur takut mimpi buruk kasih saran biar tidur harus takut,0
maaf tanya punya kakak kekurangan pikir dia brak dara rupan dia pikiran cemas ada obat alami iya,maaf tanya punya kakak kekurangan pikir dia brak dara rupan dia pikiran cemas ada obat alami iya,0
selamat malam nya di gerd anxiety masih pakai kb suntik bidan aman tapi aku ada rasa takut,selamat malam nya di gerd anxiety masih pakai kb suntik bidan aman tapi aku ada rasa takut,0
hai teman baik kalau takut suatu penyakit kita menjadi sakit bagian kita takut itu izin ya teman,hai teman baik kalau takut suatu penyakit kita menjadi sakit bagian kita takut itu izin ya teman,0
tidur malam bsa tidur pagi bawahnya jam bisa tidur jam siang aneh ya itu insomnia,tidur malam bsa tidur pagi bawahnya jam bisa tidur jam siang aneh ya itu insomnia,0
kemarin meriang demam sudah sembuh malah asam lambung mual padahal awal minum apa hari ke bikin aslam,kemarin meriang demam sudah sembuh malah asam lambung mual padahal awal minum apa hari ke bikin aslam,0
gais ada susah njelasin yang kalian jadi yang ada pikiran a yang dari omongan b,gais ada susah njelasin yang kalian jadi yang ada pikiran a yang dari omongan b,0
allah anak sakit suami sakit sakit semalam mimpi buruk sekarang suara burung deket rumah makin ketakutan ku,allah anak sakit suami sakit sakit semalam mimpi buruk sekarang suara burung deket rumah makin ketakutan ku,0
kmaren nyari obat clobazam tidak minum ngantuk minum tapi obat yang sering aku minum habis luvox aripiprazole,kmaren nyari obat clobazam tidak minum ngantuk minum tapi obat yang sering aku minum habis luvox aripiprazole,0
takut keramaian beli kadang susah takut capekk ya hari ngerasain seperti ini,takut keramaian beli kadang susah takut capekk ya hari ngerasain seperti ini,0
takut keramaian beli kadang susah takut capekk ya hari ngerasain seperti ini,takut keramaian beli kadang susah takut capekk ya hari ngerasain seperti ini,0
kasih saran teman mau sembuh sama pnyakit mnyiksa inh sikiater ajh langsung sembuh ada sensasi laghh jangn takut,kasih saran teman mau sembuh sama pnyakit mnyiksa inh sikiater ajh langsung sembuh ada sensasi laghh jangn takut,0
penyakit dancok tubuh jompo susah tidur sudah ngantuk buat rebahan sakit badan perut panas tidak nyaman,penyakit dancok tubuh jompo susah tidur sudah ngantuk buat rebahan sakit badan perut panas tidak nyaman,0
hari pikiran tenang pikiran mati serasa hidup akan lagi ngatasinya gimana pikiran itu hilang,hari pikiran tenang pikiran mati serasa hidup akan lagi ngatasinya gimana pikiran itu hilang,0
kakak solusinya tenggorokan dada ada mengganjal padahal minum obat minum air putih anget takut,kakak solusinya tenggorokan dada ada mengganjal padahal minum obat minum air putih anget takut,0
apa terjadi kepala ku tiap rasain sakit kepala pusing tidak nyaman kepala berasa beratmembuat sulit aktivitas apapun,apa terjadi kepala ku tiap rasain sakit kepala pusing tidak nyaman kepala berasa beratmembuat sulit aktivitas apapun,0
berapa sering sakit gigi kadang sakit kadang hilang sakit tapi takutnya kebangetan teman ada lagi rasain,berapa sering sakit gigi kadang sakit kadang hilang sakit tapi takutnya kebangetan teman ada lagi rasain,0
ya mengalami enak badan demam panas telinga berdenging hari lemas kadang dada tidak nyaman kah sama,ya mengalami enak badan demam panas telinga berdenging hari lemas kadang dada tidak nyaman kah sama,0
ada gasih malam tidur berasa lama misal tidur jam bangun berasa lama kita tidur lihat jam jam,ada gasih malam tidur berasa lama misal tidur jam bangun berasa lama kita tidur lihat jam jam,0
bangun pagi dada nyeri hanya pagi sudah siang malam ada rasa nyeri apa karena asam lambung,bangun pagi dada nyeri hanya pagi sudah siang malam ada rasa nyeri apa karena asam lambung,0
badan enak lagi makan badan aneh pikiran aneh ke selalu habis makan dada kiri sakit perut agak sakit punggungan,badan enak lagi makan badan aneh pikiran aneh ke selalu habis makan dada kiri sakit perut agak sakit punggungan,0
kakak ya badan enak susah jalesin tidak tau  enak pikiran ke mati mana mata berat ngantuk,kakak ya badan enak susah jalesin tidak tau enak pikiran ke mati mana mata berat ngantuk,0
salah sih suka orang beda keyakinan dia suka lagi logika hati  kerja aku crita,salah sih suka orang beda keyakinan dia suka lagi logika hati kerja aku crita,0
kurasakan ketakutan banyak orang merasa dan sakit tiba cemas pikiran kacau takut aku normal ya allah,kurasakan ketakutan banyak orang merasa dan sakit tiba cemas pikiran kacau takut aku normal ya allah,0
iya kiri ku tandai di blkg ku benjolan dan sering kumat nyeri leher kiri bahu n kepala kiri,iya kiri ku tandai di blkg ku benjolan dan sering kumat nyeri leher kiri bahu n kepala kiri,0
ini ada apa sos ini punya penghasilan tapi terlaksana kalau orang aku tertekan stress,ini ada apa sos ini punya penghasilan tapi terlaksana kalau orang aku tertekan stress,0
tidak disini sendawa sakit ulu hati dibarengin bab sesak nafas kadang sakit dada dibagian kiri kesemutan pikiran kadang takut mati,tidak disini sendawa sakit ulu hati dibarengin bab sesak nafas kadang sakit dada dibagian kiri kesemutan pikiran kadang takut mati,0
yang bangun karena sesak di tidurin susah narik nafas kesal nafas seperti jeda padahal mata ngantuk,yang bangun karena sesak di tidurin susah narik nafas kesal nafas seperti jeda padahal mata ngantuk,0
tidak disini ngerasa badan lemes tidak bertenag truz tidur tidak apalagi udara dingin ada ngerasa gitu,tidak disini ngerasa badan lemes tidak bertenag truz tidur tidak apalagi udara dingin ada ngerasa gitu,0
habis jalan kaki sebentar duduk dada kiri sakit ditusukk langsung gemeteran berdebar pertanyaannya hanya panik serangan jantung,habis jalan kaki sebentar duduk dada kiri sakit ditusukk langsung gemeteran berdebar pertanyaannya hanya panik serangan jantung,0
kadang iri orang masalahnya berat kita masih beraktivitas normaltapi aku suka orang ialah,kadang iri orang masalahnya berat kita masih beraktivitas normaltapi aku suka orang ialah,0
orang takut ketemu orang ngurung di rumah tidak mau berinteraksi kadang heran sama orang gitu bukan manusia,orang takut ketemu orang ngurung di rumah tidak mau berinteraksi kadang heran sama orang gitu bukan manusia,0
obat psikiater menyebabkan ketergantungan adakah yang sembuh gerd anxiety obat psikiater sekarang tidak minum obat,obat psikiater menyebabkan ketergantungan adakah yang sembuh gerd anxiety obat psikiater sekarang tidak minum obat,0
menyesal masa remaja ku habiskan diam rumah bebenah sekarang umur ku pgnya jalan kalau jalan di tidak,menyesal masa remaja ku habiskan diam rumah bebenah sekarang umur ku pgnya jalan kalau jalan di tidak,0
semenjak sakit lupa hidup tenang ngerasa aman harapanku semoga aku melawan trauma dan bisa hidup tenang dulu,semenjak sakit lupa hidup tenang ngerasa aman harapanku semoga aku melawan trauma dan bisa hidup tenang dulu,0
malam mau tidur kambuh awett bgttt takut tidur iya bisa tidur iya kalau tidur kaget panik langsung serba salah ma,malam mau tidur kambuh awett bgttt takut tidur iya bisa tidur iya kalau tidur kaget panik langsung serba salah ma,0
ada kambuh malam apalagi mau tidur aku kambuh parah tapi nyiksa si apalagi malam mau tidur,ada kambuh malam apalagi mau tidur aku kambuh parah tapi nyiksa si apalagi malam mau tidur,0
kira  semua sensasinya pada semua belum gerd aku penderita penyakit asam lambung anxiety disorder,kira semua sensasinya pada semua belum gerd aku penderita penyakit asam lambung anxiety disorder,0
suamiku mimpi ngomong sabr kali yang takut knpah aku berpikir aku mati cobaa tenangin aku aku takut,suamiku mimpi ngomong sabr kali yang takut knpah aku berpikir aku mati cobaa tenangin aku aku takut,0
alhamdulilah sudah sembuh axietny jalan jalan sama keluarga semangat  sembuh ingat keluarga butuh bahagiakan,alhamdulilah sudah sembuh axietny jalan jalan sama keluarga semangat sembuh ingat keluarga butuh bahagiakan,0
serius izin asam lambung pulih sih hanya bisa tidak kambuh bisa kambuh tergantung pantangan ngganya mau sembuh,serius izin asam lambung pulih sih hanya bisa tidak kambuh bisa kambuh tergantung pantangan ngganya mau sembuh,0
yang pengidap sosial anxiety kerja sekolah aku di suruh kerja aku siap masih takut gmna ngatasi ya,yang pengidap sosial anxiety kerja sekolah aku di suruh kerja aku siap masih takut gmna ngatasi ya,0
sensasi yang tanya sudah efek asam lambung dokter sudah kali ngasih tau sensasi tubuh efek asam lambung,sensasi yang tanya sudah efek asam lambung dokter sudah kali ngasih tau sensasi tubuh efek asam lambung,0
kaki badan badan berasa dingin kepala pun dingin badan enak karuan aneh perut tenggorokan sakit,kaki badan badan berasa dingin kepala pun dingin badan enak karuan aneh perut tenggorokan sakit,0
hari kaki ringa hari lemas n jalan sresa melayang badan saja makan lancar tidak lisah n tqkut mati cepat kesal ngos,hari kaki ringa hari lemas n jalan sresa melayang badan saja makan lancar tidak lisah n tqkut mati cepat kesal ngos,0
yang kepala atas kanan nyut nyutan sakit berasa tidak nyaman rasanya hari ini padahal jam tidur normal,yang kepala atas kanan nyut nyutan sakit berasa tidak nyaman rasanya hari ini padahal jam tidur normal,0
lagi ngerasain traoma takut kambuh kemarin gara salah makan jd kambuh parah nafas seperti susah jd takut makan,lagi ngerasain traoma takut kambuh kemarin gara salah makan jd kambuh parah nafas seperti susah jd takut makan,0
kumat gerd anxiety asam lambung panik takut cemas berujung bingung apa susah tidur yang kh saling sharing,kumat gerd anxiety asam lambung panik takut cemas berujung bingung apa susah tidur yang kh saling sharing,0
lagi fase nyeri dada lagi stress banyak pikiran suka bangun malam baru sembuh bisa tidur sudah subuh hufh,lagi fase nyeri dada lagi stress banyak pikiran suka bangun malam baru sembuh bisa tidur sudah subuh hufh,0
ini penyakit aneh tidak mimpi buruk bangun tidur nyariin tidak sakit dada bangun nyariin kasih semua panik cemas parno yang,ini penyakit aneh tidak mimpi buruk bangun tidur nyariin tidak sakit dada bangun nyariin kasih semua panik cemas parno yang,0
kalau pergi pergian suka gelisah panik takut duluan kadang nafas sesak kalau kedinginan suka sesak  sama tidak sih,kalau pergi pergian suka gelisah panik takut duluan kadang nafas sesak kalau kedinginan suka sesak sama tidak sih,0
manusia angkuh manusia lupa dia di pas terjatuh ke berubah menjadi manusia seperti lagi dan angkuh,manusia angkuh manusia lupa dia di pas terjatuh ke berubah menjadi manusia seperti lagi dan angkuh,0
lagi posisi sekali tidak siapa lelaki umur barangkali yang mempekerjakan aku aku kerja apapun tinggal di manapun,lagi posisi sekali tidak siapa lelaki umur barangkali yang mempekerjakan aku aku kerja apapun tinggal di manapun,0
assalamualaikum ada sering sakit kepala migrain kliyengan ngobatin gimana ya sudah hari sering sakit kepala kliyengan,assalamualaikum ada sering sakit kepala migrain kliyengan ngobatin gimana ya sudah hari sering sakit kepala kliyengan,0
assalamualaikum kenapa kalau solat lagi gitu suka kadang ingat mati merasa cemas ketakutan ada seakan mau mati,assalamualaikum kenapa kalau solat lagi gitu suka kadang ingat mati merasa cemas ketakutan ada seakan mau mati,0
mau tidur perut  mual mau muntahtakut takut tiba tiba kenapa truss endtakut kena penyakit beratpikiran kacau,mau tidur perut mual mau muntahtakut takut tiba tiba kenapa truss endtakut kena penyakit beratpikiran kacau,0
ngerasa orang benci aku pikir selalu tiap selalu ngrasa yang lihatin keluar rumah takut kenapa ya kalau tau,ngerasa orang benci aku pikir selalu tiap selalu ngrasa yang lihatin keluar rumah takut kenapa ya kalau tau,0
kumat ini cemasnya tidur siang kebangun langsung merasakan nafas melambat mau sesak nafas pikiran langsung panik kenapa seperti ya,kumat ini cemasnya tidur siang kebangun langsung merasakan nafas melambat mau sesak nafas pikiran langsung panik kenapa seperti ya,0
tanya ada pernah si dalam tenggorokan aneh ada mau kenceng nafas di tenggorokan sama nyawa gitu takut,tanya ada pernah si dalam tenggorokan aneh ada mau kenceng nafas di tenggorokan sama nyawa gitu takut,0
memang terbuka cerita orang lainmasalah yang masalah sendiri itu selesaikan menjauh itu hari selalu,memang terbuka cerita orang lainmasalah yang masalah sendiri itu selesaikan menjauh itu hari selalu,0
hidup semangat bingung yang di lakuin cita tidak puya hidup tersiksa keada seperti pikiran dan tujuan beubah,hidup semangat bingung yang di lakuin cita tidak puya hidup tersiksa keada seperti pikiran dan tujuan beubah,0
asam lambung gerd mudah hanya untuk sembuh lama anxiety yang percaya juga  percaya terserah jangan ambil pusing,asam lambung gerd mudah hanya untuk sembuh lama anxiety yang percaya juga percaya terserah jangan ambil pusing,0
perut kerasa begah kenyang ditambah seseknya hari badan sakit sakit mikir mati selalu jadi takut ada sama dan ngalamin,perut kerasa begah kenyang ditambah seseknya hari badan sakit sakit mikir mati selalu jadi takut ada sama dan ngalamin,0
assalamualikum izin curhat aku sakit hati sodara gr selalu kesal sekarang keintrovetanku tidak ngomong dia,assalamualikum izin curhat aku sakit hati sodara gr selalu kesal sekarang keintrovetanku tidak ngomong dia,0
setraline kalxetine yang sudah tidak terusin butuh setraline obat ku ketinggalan di busway sekitaran jakarta ada mudah ada allah,setraline kalxetine yang sudah tidak terusin butuh setraline obat ku ketinggalan di busway sekitaran jakarta ada mudah ada allah,0
ampunnn baik sendiri rumah suami pulang pas suami pulang tiba kaki tangan lemas nafas berasa hilang ada,ampunnn baik sendiri rumah suami pulang pas suami pulang tiba kaki tangan lemas nafas berasa hilang ada,0
yang blom tidur aku tenang hati pikiran mlayang perut perih tidak nyaman kleyengan lemes gelisan seperti ktakutan tidak tau yang takut kn,yang blom tidur aku tenang hati pikiran mlayang perut perih tidak nyaman kleyengan lemes gelisan seperti ktakutan tidak tau yang takut kn,0
tiduran tidur rasa mau melayang lagi kaki dalam badan seperti mau terbang ini hanya perasaan ku atau gimana,tiduran tidur rasa mau melayang lagi kaki dalam badan seperti mau terbang ini hanya perasaan ku atau gimana,0
sellu hal apapun kakak suka stress buatnyamisal was was kala hujan suami bisa kerja takut anak anak bisa jjn makanhelp kakak,sellu hal apapun kakak suka stress buatnyamisal was was kala hujan suami bisa kerja takut anak anak bisa jjn makanhelp kakak,0
jd wanita mandiri mau jd cwe bisa sndiri mau andelin ini istri ingin di cukupin skedar makan malah kebalikan aku kesal,jd wanita mandiri mau jd cwe bisa sndiri mau andelin ini istri ingin di cukupin skedar makan malah kebalikan aku kesal,0
frustasi beras habis berobat uang pusing gimana kerja tidak kalau kondisi sakit jualan daring  yang beli sekali hidup,frustasi beras habis berobat uang pusing gimana kerja tidak kalau kondisi sakit jualan daring yang beli sekali hidup,0
enak badan panik serang kuat enak jantung takut copot pikiran takut mati nafas mau habis kaki dingin badan  mata mau tidur,enak badan panik serang kuat enak jantung takut copot pikiran takut mati nafas mau habis kaki dingin badan mata mau tidur,0
maaf di tema punya teman nyaman teman aku ini ko aku berasa aga menjaga jarak sama aku apa yang aku lakukan,maaf di tema punya teman nyaman teman aku ini ko aku berasa aga menjaga jarak sama aku apa yang aku lakukan,0
tensi ku pusing lemas badanku kemarin baik baru aku masih rumah nda rumah sakit minum obat darah atau rumah sakit,tensi ku pusing lemas badanku kemarin baik baru aku masih rumah nda rumah sakit minum obat darah atau rumah sakit,0
